@@,itemlabel,item,startdate,enddate
+++,Winston Choo,Q8026048,1990-05,1992-06-30
+++,Ng Jui Ping,Q7021755,1992-06-30,1995-07-01
+++,Bey Soo Khiang,Q4899825,1995-07-01,2000-04-01
+++,Lim Chuan Poh,Q6548671,2000-04-01,2003-04-01
+++,Ng Yat Chung,Q7021791,2003-04-01,2007-03-23
+++,Desmond Kuek,Q5264753,2007-03-23,2010-04-01
+++,Neo Kian Hong,Q6991880,2010-04-01,2013-03-27
+++,Ng Chee Meng,Q15410291,2013-03-27,2015-08-18
