item,itemLabel,startDate,endDate,sourceDate,psid
Q4899825,Bey Soo Khiang,1995-07-01,2000-04-01,,Q4899825-4F12EB1C-BA59-43A2-8E9C-DEFF14BFB9ED
Q6548671,Lim Chuan Poh,2000-04-01,2003-04-01,,Q6548671-3EA1BAEE-BC4D-4374-9D23-ACB2F77894AF
Q7021791,Ng Yat Chung,2003-04-01,2007-03-23,,Q7021791-2D8CDE6F-92FA-4C6C-8A07-884262A6C73F
Q5264753,Desmond Kuek,2007-03-23,2010-04-01,,Q5264753-4AA69CE4-24A0-4AC0-807D-9F0269B99908
Q6991880,Neo Kian Hong,2010-04-01,2013-03-27,,Q6991880-CECEA372-9098-4EB5-A38F-34F26A47B6E2
Q15410291,Ng Chee Meng,2013-03-27,2015-08-18,,Q15410291-CB51F094-8BC4-489E-9F4C-2348DC1E7E8F
Q15798338,Perry Lim,2015-08-18,2018-03-23,,Q15798338-dc02733a-49d9-7219-495a-2365a050768e
Q20745958,Melvyn Ong,2018-03-23,,,Q20745958-e3138ed9-4a39-5ce1-b3ba-f13c9b3ca44a
