position,title
Q105343044,Head of Civil Service
Q109123202,Solicitor-General
Q3250656,Emeritus Senior Minister
Q108822242,Chief of Navy
Q92208665,ambassador to the African Union
Q67880392,ambassador to East Timor
Q92208661,ambassador to Ethiopia
Q94778753,ambassador to Indonesia
Q30077892,ambassador to the People's Republic of China
Q98843346,ambassador to the Philippines
Q38251431,ambassador to the United States of America
