item,itemLabel,startDate,endDate
Q51327346,Sir George Oehlers,1955-04-22,1959-03-31
Q51327346,Sir George Oehlers,1959-07-01,1963-09-03
Q5339888,Edmund William Barker,1963-10-22,1964-10-30
Q91232789,Arumugam Ponnu Rajah,1964-11-02,1965-08-08
Q91232789,Arumugam Ponnu Rajah,1965-08-09,1966-08-05
Q67173151,Punch Coomaraswamy,1966-08-17,1968-02-07
Q67173151,Punch Coomaraswamy,1968-05-06,1970-01-18
Q8052418,Dr Yeoh Ghim Seng,1970-01-27,1972-08-14
Q8052418,Dr Yeoh Ghim Seng,1972-10-12,1976-12-05
Q8052418,Dr Yeoh Ghim Seng,1977-02-07,1980-12-04
Q8052418,Dr Yeoh Ghim Seng,1981-02-03,1984-12-03
Q8052418,Dr Yeoh Ghim Seng,1985-02-25,1988-08-17
Q7682122,Tan Soo Khoon,1989-01-09,1991-08-13
Q7682122,Tan Soo Khoon,1992-01-06,1996-12-15
Q7682122,Tan Soo Khoon,1997-05-26,2001-10-17
Q4666073,Abdullah Tarmugi,2002-03-22,2006-04-19
Q4666073,Abdullah Tarmugi,2006-11-02,2011-04-18
Q6833355,Michael Palmer,2011-10-10,2012-12-12
Q5642345,Halimah Yacob,2013-01-14,2015-08-24
Q5642345,Halimah Yacob,2016-01-15,2017-08-07
Q7682037,Tan Chuan-Jin,2017-09-11,2020-06-22
Q7682037,Tan Chuan-Jin,2020-08-24,
